employee_id,company_id,dept,seniority,salary,join_date,quit_date,length_employment,quit_month,join_month
229487,7,sales,7,121000,2011-12-06,,1468,,12
560075,2,data_science,23,351000,2015-12-07,,6,,12
11164,1,customer_service,11,73000,2015-09-21,,83,,9
44802,4,design,23,168000,2014-01-27,2015-04-10,438,4,1
706854,1,sales,19,204000,2011-10-17,2013-12-06,781,12,10
683933,3,sales,16,178000,2014-08-25,2015-06-26,305,6,8
10346,1,customer_service,29,132000,2014-09-15,,454,,9
52851,1,customer_service,16,135000,2012-11-13,2014-01-24,437,1,11
769782,1,sales,20,189000,2014-12-01,,377,,12
482166,2,sales,15,173000,2011-02-22,2013-07-31,890,7,2
608812,5,design,18,186000,2011-08-01,,1595,,8
975702,10,engineer,17,202000,2012-04-09,,1343,,4
867511,4,data_science,23,255000,2011-07-05,2013-09-06,794,9,7
947549,2,marketing,17,190000,2013-02-19,2014-02-14,360,2,2
494503,1,sales,25,187000,2013-04-16,2015-02-06,661,2,4
827898,2,engineer,3,97000,2014-04-21,,601,,4
580008,1,customer_service,19,116000,2014-09-29,2015-08-14,319,8,9
13671,4,sales,8,91000,2011-06-20,2015-05-15,1425,5,6
978526,3,sales,5,108000,2014-10-27,,412,,10
975550,3,data_science,5,164000,2014-11-17,,391,,11
359647,3,customer_service,18,93000,2014-01-15,,697,,1
1845,2,marketing,12,150000,2012-01-30,2014-06-27,879,6,1
234146,7,engineer,24,273000,2011-10-18,2012-11-09,388,11,10
356544,1,engineer,18,282000,2015-11-09,,34,,11
669061,3,engineer,6,156000,2013-02-04,2015-02-20,746,2,2
278306,1,data_science,5,214000,2012-05-21,2013-05-03,347,5,5
988439,2,customer_service,25,129000,2015-08-31,,104,,8
851905,5,customer_service,13,64000,2012-03-12,2014-10-17,949,10,3
512846,3,data_science,11,137000,2012-10-01,,1168,,10
140219,10,engineer,12,157000,2012-03-19,2015-01-16,1033,1,3
242667,1,customer_service,3,32000,2014-06-30,2015-05-29,333,5,6
154788,1,marketing,21,184000,2013-09-03,,831,,9
153740,4,design,21,179000,2014-06-30,,531,,6
68315,3,customer_service,15,96000,2011-03-28,2012-05-11,410,5,3
329868,1,customer_service,7,83000,2014-09-22,2015-10-02,375,10,9
517884,7,customer_service,14,64000,2012-12-31,2015-12-04,1068,12,12
151884,9,data_science,11,146000,2014-12-30,,348,,12
853091,3,sales,8,111000,2012-03-26,,1357,,3
95292,1,customer_service,26,135000,2013-08-19,2014-09-19,396,9,8
749002,9,customer_service,19,93000,2014-04-28,,594,,4
451330,2,sales,10,136000,2015-12-07,,6,,12
147368,9,sales,28,157000,2011-06-06,2012-04-27,326,4,6
800122,1,marketing,28,199000,2013-07-22,2014-08-01,375,8,7
59367,1,data_science,24,213000,2015-06-15,,181,,6
687366,2,engineer,2,82000,2011-04-19,2014-06-06,1144,6,4
725665,2,sales,6,140000,2015-04-22,,235,,4
337691,1,customer_service,23,92000,2012-11-05,2013-11-07,367,11,11
666395,4,marketing,24,171000,2011-12-27,2012-11-09,318,11,12
451494,1,sales,10,115000,2012-09-10,2013-08-29,353,8,9
297199,1,marketing,5,152000,2011-05-23,2013-02-08,627,2,5
186525,1,customer_service,6,77000,2012-02-27,2013-04-02,400,4,2
482771,3,engineer,11,159000,2011-10-31,2013-06-28,606,6,10
948118,8,design,20,139000,2014-08-28,2015-09-04,372,9,8
395902,3,marketing,3,43000,2012-11-20,2013-11-08,353,11,11
11395,10,data_science,29,270000,2012-11-05,,1133,,11
204649,1,engineer,25,333000,2012-07-30,2014-04-11,620,4,7
158377,7,marketing,9,100000,2011-09-06,2012-09-21,381,9,9
505337,3,marketing,12,110000,2015-08-17,,118,,8
482320,2,engineer,17,305000,2013-03-18,2014-10-02,563,10,3
199374,2,sales,15,238000,2011-08-08,2012-08-24,382,8,8
4550,1,customer_service,11,91000,2011-05-23,2012-07-13,417,7,5
170311,1,engineer,18,312000,2013-06-24,2015-03-06,620,3,6
146413,8,marketing,19,156000,2013-05-08,,949,,5
62584,9,design,3,35000,2011-09-06,2014-10-17,1137,10,9
227887,1,customer_service,23,124000,2012-09-10,2013-10-04,389,10,9
930099,1,customer_service,13,92000,2013-01-23,2014-01-31,373,1,1
817915,1,data_science,14,206000,2012-10-01,2015-01-09,830,1,10
801578,1,customer_service,27,119000,2015-09-14,,90,,9
169417,1,customer_service,21,102000,2012-03-05,2014-02-28,725,2,3
253023,1,customer_service,7,89000,2013-09-23,,811,,9
613488,9,data_science,11,122000,2011-05-23,2012-08-31,466,8,5
932999,2,marketing,1,56000,2014-06-23,,538,,6
522117,3,customer_service,17,99000,2015-07-20,,146,,7
127475,1,engineer,29,310000,2014-05-27,2015-03-20,297,3,5
686406,1,marketing,12,131000,2015-03-09,,279,,3
280323,1,data_science,1,74000,2011-01-24,2012-08-31,585,8,1
531339,3,sales,16,158000,2015-05-04,,223,,5
214603,5,marketing,9,92000,2012-04-30,2013-06-07,403,6,4
513041,5,marketing,20,166000,2015-03-02,,286,,3
809654,7,marketing,27,166000,2011-04-04,2013-11-15,956,11,4
337072,1,customer_service,11,66000,2013-06-03,,923,,6
648267,3,engineer,22,188000,2013-06-10,2014-05-16,340,5,6
72345,1,customer_service,1,35000,2012-01-17,,1426,,1
929431,2,engineer,25,285000,2015-07-20,,146,,7
240102,4,marketing,20,167000,2013-12-02,2015-02-13,438,2,12
68830,2,design,2,60000,2011-05-23,2015-06-12,1481,6,5
397437,6,customer_service,11,64000,2015-06-15,,181,,6
258043,2,customer_service,16,114000,2013-03-19,2015-03-20,731,3,3
660098,2,sales,10,140000,2014-07-14,,517,,7
981557,1,engineer,10,194000,2011-08-15,2012-08-31,382,8,8
367515,2,sales,18,186000,2014-05-22,,570,,5
141037,2,sales,8,138000,2014-09-22,2015-11-27,431,11,9
144680,5,marketing,8,100000,2012-03-05,2014-02-07,704,2,3
686552,7,data_science,9,176000,2014-01-06,2015-01-16,375,1,1
232484,3,customer_service,13,60000,2015-08-03,,132,,8
28251,4,customer_service,28,106000,2014-06-30,,531,,6
226747,7,customer_service,16,87000,2012-11-19,2015-02-27,830,2,11
34961,7,customer_service,11,77000,2013-04-15,2014-03-21,340,3,4
231530,3,customer_service,2,26000,2012-10-22,,1147,,10
804611,5,data_science,18,248000,2013-03-25,,993,,3
134586,1,engineer,12,163000,2011-12-21,2012-11-02,317,11,12
41384,1,engineer,18,275000,2014-09-29,,440,,9
54209,1,marketing,5,149000,2015-06-01,,195,,6
294482,3,engineer,17,250000,2014-06-23,,538,,6
386636,8,customer_service,12,69000,2015-09-14,,90,,9
172162,1,customer_service,26,131000,2014-10-27,2015-09-11,319,9,10
880876,1,customer_service,24,121000,2015-09-14,,90,,9
95658,1,customer_service,5,83000,2011-05-02,2012-05-04,368,5,5
250662,2,customer_service,26,128000,2012-03-14,2014-04-11,758,4,3
907116,1,customer_service,3,28000,2013-02-25,,1021,,2
114107,3,customer_service,11,55000,2014-05-27,,565,,5
502462,6,customer_service,25,93000,2015-03-02,,286,,3
357694,3,sales,6,107000,2012-05-21,2013-03-01,284,3,5
371219,6,sales,18,163000,2014-08-04,,496,,8
728773,10,sales,3,40000,2015-11-09,,34,,11
184955,2,data_science,5,201000,2013-09-30,,804,,9
995527,4,engineer,20,254000,2015-03-31,,257,,3
796602,1,customer_service,19,143000,2012-12-31,2014-11-28,697,11,12
727195,1,customer_service,16,133000,2015-04-28,,229,,4
627392,1,customer_service,24,123000,2012-08-07,2014-08-15,738,8,8
799733,4,data_science,16,255000,2013-05-13,,944,,5
806031,2,customer_service,18,119000,2015-08-24,,111,,8
666969,1,data_science,18,337000,2012-09-17,,1182,,9
64919,6,marketing,8,127000,2014-05-12,,580,,5
423183,6,engineer,8,141000,2011-03-14,2013-02-08,697,2,3
61631,3,sales,11,109000,2011-08-29,2013-07-19,690,7,8
857700,1,design,27,201000,2013-06-05,2015-03-20,653,3,6
269204,9,design,26,170000,2015-11-09,,34,,11
305894,1,data_science,12,173000,2012-10-16,2015-08-14,1032,8,10
235812,3,customer_service,13,64000,2011-10-24,2014-01-03,802,1,10
240270,2,engineer,17,349000,2014-06-02,,559,,6
304666,1,customer_service,4,34000,2015-06-02,,194,,6
856955,2,engineer,17,286000,2012-01-17,2015-11-20,1403,11,1
715252,1,customer_service,10,88000,2015-04-08,,249,,4
826731,2,data_science,22,342000,2014-09-22,,447,,9
409075,1,customer_service,9,79000,2013-02-04,2014-11-21,655,11,2
514192,1,marketing,29,204000,2014-03-31,,622,,3
363362,1,marketing,15,209000,2014-06-30,2015-08-21,417,8,6
267531,1,marketing,20,212000,2014-12-01,,377,,12
811996,1,marketing,14,120000,2014-07-14,,517,,7
77276,2,customer_service,2,29000,2012-03-20,2013-01-11,297,1,3
528583,5,engineer,7,168000,2012-04-30,,1322,,4
162402,1,sales,6,126000,2012-05-07,2015-05-29,1117,5,5
22892,1,customer_service,1,34000,2013-08-26,,839,,8
435467,3,engineer,26,249000,2013-12-30,,713,,12
504224,1,sales,10,119000,2013-02-19,2014-02-28,374,2,2
94043,3,engineer,19,222000,2011-07-05,2012-05-25,325,5,7
425581,2,engineer,16,237000,2013-10-28,,776,,10
925382,1,customer_service,14,78000,2013-06-04,2014-05-16,346,5,6
750271,4,engineer,15,239000,2012-05-07,,1315,,5
162367,9,customer_service,11,63000,2013-04-01,2014-04-21,385,4,4
662613,1,data_science,16,341000,2015-09-16,,88,,9
506524,6,customer_service,24,84000,2015-07-27,,139,,7
375695,1,sales,18,186000,2013-04-22,2014-03-07,319,3,4
430246,1,customer_service,29,124000,2015-03-02,,286,,3
595609,2,engineer,2,75000,2012-04-09,2014-03-14,704,3,4
582890,1,marketing,22,170000,2013-12-02,,741,,12
302589,9,sales,20,128000,2012-05-14,2013-05-10,361,5,5
379014,1,customer_service,23,98000,2011-02-23,2012-03-16,387,3,2
252377,2,customer_service,9,76000,2015-09-28,,76,,9
375317,2,data_science,10,194000,2013-10-28,,776,,10
208048,9,customer_service,28,100000,2011-10-10,2012-11-02,389,11,10
212087,2,customer_service,26,123000,2015-05-11,,216,,5
490546,1,customer_service,26,131000,2013-09-23,2015-04-06,560,4,9
989977,2,customer_service,27,120000,2013-04-01,,986,,4
731002,1,sales,20,210000,2012-07-30,2015-11-13,1201,11,7
542534,7,customer_service,15,109000,2013-12-09,2014-12-26,382,12,12
59013,1,sales,8,143000,2013-04-10,2014-04-11,366,4,4
927407,1,customer_service,8,80000,2015-02-17,,299,,2
36135,2,customer_service,13,76000,2011-02-08,2012-03-30,416,3,2
608715,9,marketing,16,179000,2013-01-14,2013-12-13,333,12,1
924628,8,data_science,21,251000,2011-09-12,2012-08-31,354,8,9
140096,3,customer_service,6,66000,2015-10-19,,55,,10
586270,1,marketing,3,49000,2014-09-29,,440,,9
301918,5,data_science,25,241000,2013-03-25,,993,,3
17403,2,design,14,140000,2012-12-10,2013-11-29,354,11,12
514683,4,data_science,21,232000,2015-04-27,,230,,4
746952,1,data_science,12,185000,2014-01-21,2015-02-27,402,2,1
92075,1,sales,14,125000,2015-02-17,,299,,2
256914,2,customer_service,24,107000,2014-08-11,,489,,8
965276,1,customer_service,14,79000,2013-10-28,2015-08-14,655,8,10
812692,7,data_science,28,252000,2014-02-10,,671,,2
950565,5,engineer,13,144000,2011-04-06,2014-07-07,1188,7,4
509498,3,engineer,29,261000,2014-07-21,,510,,7
97716,4,engineer,7,191000,2013-04-29,2015-05-08,739,5,4
478485,2,marketing,12,134000,2011-02-14,2013-04-05,781,4,2
756199,2,sales,7,151000,2014-11-17,,391,,11
275501,2,customer_service,1,34000,2011-10-24,2012-10-19,361,10,10
467074,1,engineer,29,294000,2014-06-02,,559,,6
47417,6,customer_service,8,66000,2012-05-14,,1308,,5
530213,7,customer_service,14,64000,2013-05-14,,943,,5
190455,2,marketing,22,214000,2015-03-23,,265,,3
745322,3,data_science,1,59000,2011-10-03,2012-08-17,319,8,10
901437,1,engineer,1,66000,2013-12-02,,741,,12
699271,8,customer_service,22,99000,2015-05-18,,209,,5
836688,2,customer_service,6,84000,2013-01-14,2014-11-07,662,11,1
174395,4,customer_service,3,25000,2011-07-26,2012-09-28,430,9,7
943763,2,customer_service,25,99000,2015-03-30,,258,,3
796572,1,customer_service,6,82000,2012-02-21,2014-02-21,731,2,2
349388,2,sales,3,60000,2014-06-09,2015-05-29,354,5,6
334785,1,customer_service,13,64000,2011-09-19,2012-09-26,373,9,9
707102,1,data_science,21,301000,2015-11-16,,27,,11
447392,3,marketing,10,99000,2011-10-31,2015-01-30,1187,1,10
457119,4,marketing,21,157000,2015-06-08,,188,,6
166731,1,customer_service,13,90000,2014-08-05,,495,,8
36046,7,customer_service,10,71000,2014-09-29,,440,,9
466363,1,data_science,23,275000,2014-03-31,,622,,3
918942,1,sales,19,186000,2015-08-24,,111,,8
865442,1,engineer,16,302000,2013-12-09,2014-12-26,382,12,12
317278,1,customer_service,14,78000,2011-01-31,2013-04-12,802,4,1
949725,1,customer_service,6,70000,2011-06-20,2012-09-07,445,9,6
846126,5,customer_service,2,23000,2011-12-27,2013-08-16,598,8,12
76716,1,engineer,21,302000,2014-06-18,,543,,6
986363,4,customer_service,27,109000,2014-09-29,2015-07-31,305,7,9
333804,7,engineer,9,160000,2014-12-22,,356,,12
478346,1,sales,5,142000,2015-06-29,,167,,6
238804,2,customer_service,5,71000,2014-02-10,2015-02-06,361,2,2
805970,8,data_science,3,58000,2014-03-31,2015-06-12,438,6,3
701186,2,customer_service,21,112000,2011-04-25,2012-07-20,452,7,4
287039,3,customer_service,10,71000,2014-12-15,,363,,12
696587,1,data_science,8,182000,2015-11-23,,20,,11
557328,6,customer_service,25,103000,2013-04-23,2014-05-23,395,5,4
473673,7,customer_service,15,90000,2014-04-21,,601,,4
26647,1,sales,13,127000,2014-02-18,2014-12-19,304,12,2
332420,2,customer_service,4,28000,2012-09-17,2015-03-20,914,3,9
110205,4,engineer,7,156000,2014-01-13,,699,,1
75494,1,customer_service,10,68000,2014-07-21,,510,,7
327228,5,customer_service,28,89000,2012-11-12,2013-12-27,410,12,11
520088,5,customer_service,8,64000,2015-02-02,,314,,2
416750,1,engineer,28,323000,2013-08-20,,845,,8
927450,1,sales,28,212000,2011-11-22,2012-10-30,343,10,11
505091,1,marketing,5,117000,2011-05-23,2013-08-09,809,8,5
462737,2,customer_service,17,137000,2014-01-21,2014-11-28,311,11,1
895514,1,marketing,2,66000,2013-05-13,2014-05-02,354,5,5
272516,3,customer_service,22,102000,2014-09-29,2015-11-20,417,11,9
251745,2,engineer,11,172000,2014-12-29,2015-12-04,340,12,12
562593,2,data_science,2,69000,2011-06-06,2015-06-26,1481,6,6
451963,1,engineer,2,81000,2015-05-26,,201,,5
351012,2,customer_service,18,115000,2012-07-09,2013-06-14,340,6,7
938157,1,customer_service,2,29000,2012-04-16,2015-07-17,1187,7,4
739775,4,marketing,8,91000,2014-08-04,,496,,8
94112,2,engineer,8,179000,2015-07-06,,160,,7
537994,9,customer_service,11,53000,2013-03-04,2015-06-19,837,6,3
491852,2,engineer,26,366000,2013-07-01,,895,,7
188837,5,data_science,4,61000,2012-06-25,2014-05-09,683,5,6
897805,1,data_science,26,317000,2015-08-11,,124,,8
578461,1,sales,22,210000,2014-10-27,,412,,10
688775,1,customer_service,26,127000,2015-09-28,,76,,9
323053,1,customer_service,17,108000,2013-10-07,2014-10-03,361,10,10
488707,5,marketing,10,112000,2013-06-10,2015-02-06,606,2,6
493142,10,sales,17,171000,2012-12-10,2014-01-10,396,1,12
43860,1,engineer,29,294000,2015-08-17,,118,,8
343182,1,customer_service,1,33000,2015-04-20,,237,,4
506,1,engineer,11,218000,2014-04-21,2015-05-08,382,5,4
211211,1,customer_service,20,122000,2012-06-11,2013-05-10,333,5,6
715223,8,data_science,3,58000,2012-10-16,,1153,,10
882458,1,customer_service,24,143000,2011-09-06,2012-08-10,339,8,9
923256,9,customer_service,29,114000,2013-09-03,,831,,9
466935,8,sales,25,173000,2012-05-29,2013-07-05,402,7,5
764775,1,design,14,143000,2013-10-07,2014-09-24,352,9,10
859042,7,customer_service,24,101000,2013-07-29,,867,,7
300855,1,data_science,22,296000,2014-04-07,,615,,4
135396,1,data_science,28,308000,2011-08-02,2015-04-24,1361,4,8
188924,1,engineer,8,167000,2014-03-17,2014-12-04,262,12,3
908646,1,customer_service,1,28000,2014-08-12,,488,,8
616048,9,customer_service,6,66000,2013-09-12,2014-09-12,365,9,9
350462,4,customer_service,6,56000,2013-12-09,,734,,12
819958,2,customer_service,3,28000,2015-04-01,,256,,4
455313,1,data_science,22,307000,2012-11-12,2015-11-06,1089,11,11
354801,1,customer_service,26,139000,2015-10-12,,62,,10
845210,5,sales,1,45000,2014-12-15,,363,,12
616265,4,engineer,9,161000,2014-06-09,2015-06-05,361,6,6
129171,1,marketing,17,191000,2011-05-09,2013-05-03,725,5,5
301131,6,engineer,4,69000,2012-02-13,2013-11-29,655,11,2
574698,1,customer_service,12,68000,2014-04-28,2015-02-06,284,2,4
946500,7,engineer,18,261000,2015-10-26,,48,,10
308278,1,sales,4,55000,2013-04-15,2014-05-16,396,5,4
230971,1,engineer,24,306000,2015-03-23,,265,,3
76327,5,customer_service,14,74000,2015-05-04,,223,,5
444143,3,marketing,12,104000,2014-04-28,2015-04-24,361,4,4
701971,5,customer_service,12,63000,2013-09-30,,804,,9
138557,6,customer_service,18,97000,2012-03-05,,1378,,3
294083,2,customer_service,15,116000,2014-09-02,,467,,9
12267,3,customer_service,1,24000,2015-06-08,,188,,6
509757,1,customer_service,10,87000,2011-03-14,2013-05-03,781,5,3
16125,1,data_science,5,196000,2014-04-14,2015-05-22,403,5,4
218423,1,sales,17,218000,2012-07-05,,1256,,7
243938,6,engineer,8,145000,2013-09-23,2015-07-17,662,7,9
92492,2,customer_service,22,117000,2011-02-22,2012-04-26,429,4,2
363343,8,engineer,13,157000,2015-06-15,,181,,6
255384,1,customer_service,12,82000,2011-11-14,2014-01-31,809,1,11
564810,9,engineer,11,180000,2014-01-27,,685,,1
517714,5,engineer,29,283000,2011-02-07,2015-01-02,1425,1,2
147910,7,customer_service,11,61000,2015-11-02,,41,,11
209034,5,customer_service,16,87000,2012-01-09,2013-02-08,396,2,1
869404,2,customer_service,21,112000,2012-01-17,2014-05-23,857,5,1
611758,1,design,1,48000,2014-07-22,,509,,7
521506,3,customer_service,12,61000,2014-01-21,,691,,1
652898,1,data_science,18,307000,2011-11-14,2015-10-02,1418,10,11
826922,5,design,17,142000,2014-08-18,,482,,8
141741,2,engineer,9,181000,2014-10-27,2015-09-18,326,9,10
592468,4,marketing,11,109000,2014-09-02,2015-07-31,332,7,9
655011,1,sales,7,133000,2014-10-20,2015-09-11,326,9,10
992069,1,data_science,12,180000,2013-11-25,,748,,11
170680,6,design,9,108000,2014-01-27,,685,,1
26783,3,design,27,179000,2011-07-11,2012-07-27,382,7,7
382923,1,customer_service,29,126000,2012-07-09,2015-05-01,1026,5,7
384319,6,customer_service,19,107000,2015-01-26,,321,,1
399343,6,customer_service,6,62000,2012-10-22,2015-05-22,942,5,10
234363,2,marketing,12,132000,2015-03-16,,272,,3
362563,8,sales,4,37000,2013-05-13,,944,,5
754904,5,engineer,4,62000,2012-09-04,2014-11-07,794,11,9
453409,1,engineer,11,220000,2015-09-09,,95,,9
899000,9,customer_service,22,101000,2014-08-18,,482,,8
571757,2,customer_service,6,85000,2013-07-29,,867,,7
533768,3,marketing,24,140000,2011-06-20,2012-07-06,382,7,6
591856,6,engineer,26,197000,2013-05-06,2014-03-12,310,3,5
852510,4,customer_service,23,82000,2014-03-24,2015-04-24,396,4,3
761823,2,customer_service,14,83000,2015-06-15,,181,,6
920299,2,customer_service,21,95000,2014-04-07,,615,,4
343210,1,customer_service,12,65000,2012-02-21,2012-12-14,297,12,2
104583,1,data_science,21,278000,2012-06-04,,1287,,6
904749,1,customer_service,5,75000,2013-06-17,2014-06-27,375,6,6
187776,1,sales,17,199000,2012-09-04,2013-10-04,395,10,9
349159,2,marketing,4,50000,2012-01-03,2013-01-04,367,1,1
394039,4,customer_service,16,101000,2011-02-22,2013-01-18,696,1,2
115608,3,engineer,19,257000,2014-06-18,,543,,6
71407,1,customer_service,19,107000,2011-01-25,2011-11-11,290,11,1
314408,3,customer_service,1,21000,2013-06-18,,908,,6
11018,6,data_science,13,164000,2013-03-18,2015-01-05,658,1,3
165469,3,engineer,29,207000,2014-07-14,,517,,7
66629,1,data_science,5,203000,2015-03-17,,271,,3
578221,9,marketing,7,106000,2015-11-23,,20,,11
309823,5,sales,28,148000,2015-03-16,,272,,3
352958,1,customer_service,2,24000,2012-02-27,,1385,,2
644856,1,data_science,16,256000,2014-02-10,2015-03-20,403,3,2
199849,8,sales,8,100000,2014-03-31,2015-04-17,382,4,3
258346,9,sales,14,85000,2014-07-29,2015-09-18,416,9,7
972695,6,design,11,100000,2014-09-02,,467,,9
993474,2,marketing,11,124000,2011-03-07,2013-02-01,697,2,3
220152,1,sales,4,46000,2011-05-02,2013-03-08,676,3,5
330612,1,sales,7,123000,2011-03-28,2013-07-19,844,7,3
938808,1,sales,4,53000,2015-03-03,,285,,3
494178,5,engineer,24,238000,2014-01-27,2014-11-21,298,11,1
147084,7,customer_service,19,97000,2014-02-10,,671,,2
45656,2,sales,27,214000,2013-09-23,2014-09-12,354,9,9
173109,2,engineer,21,282000,2015-04-13,,244,,4
672961,9,customer_service,3,25000,2011-10-17,2014-07-14,1001,7,10
647853,1,marketing,19,212000,2014-09-29,,440,,9
640682,4,customer_service,22,116000,2014-09-15,,454,,9
25486,1,customer_service,14,95000,2014-09-29,,440,,9
169133,3,customer_service,15,98000,2014-05-13,,579,,5
133729,1,customer_service,29,121000,2011-05-02,2012-06-29,424,6,5
593293,4,marketing,8,113000,2015-07-27,,139,,7
653810,1,customer_service,13,77000,2015-01-26,,321,,1
297440,1,customer_service,9,87000,2012-02-27,2015-03-20,1117,3,2
384748,1,engineer,15,302000,2014-01-06,,706,,1
525089,1,customer_service,18,160000,2011-10-10,2012-09-28,354,9,10
432705,3,sales,18,146000,2013-10-21,,783,,10
496575,10,data_science,24,238000,2011-07-05,2015-01-23,1298,1,7
117772,1,data_science,9,199000,2013-09-09,2014-08-08,333,8,9
141970,2,engineer,23,294000,2012-10-30,,1139,,10
206306,1,data_science,7,208000,2014-06-23,2015-06-22,364,6,6
169800,2,customer_service,28,129000,2011-07-05,2015-07-24,1480,7,7
813358,3,customer_service,7,62000,2012-04-09,2014-08-01,844,8,4
220035,6,marketing,2,34000,2015-06-15,,181,,6
771919,2,customer_service,10,75000,2014-07-21,2015-01-12,175,1,7
397751,3,engineer,12,172000,2015-09-28,,76,,9
877867,1,marketing,2,48000,2013-05-07,,950,,5
71855,2,customer_service,22,103000,2015-03-23,,265,,3
19950,3,customer_service,10,53000,2015-01-26,,321,,1
127336,3,marketing,11,104000,2014-12-08,,370,,12
308469,1,customer_service,15,122000,2013-06-03,2015-05-01,697,5,6
36932,1,marketing,18,180000,2012-05-08,,1314,,5
42973,7,engineer,13,161000,2013-06-24,2014-08-08,410,8,6
221940,3,engineer,14,169000,2015-05-11,,216,,5
697820,1,data_science,14,215000,2013-01-29,,1048,,1
123135,2,customer_service,1,33000,2012-03-26,,1357,,3
192292,4,customer_service,24,86000,2013-07-15,,881,,7
869588,5,customer_service,11,56000,2012-05-14,2015-02-13,1005,2,5
981632,7,customer_service,8,59000,2015-11-02,,41,,11
916971,1,customer_service,4,28000,2014-07-01,,530,,7
297664,1,engineer,26,307000,2012-08-06,,1224,,8
37188,4,marketing,8,119000,2015-11-16,,27,,11
619704,1,design,26,190000,2011-09-06,2012-11-09,430,11,9
491016,7,customer_service,20,94000,2013-02-11,,1035,,2
986512,1,sales,17,171000,2013-12-17,,726,,12
422459,2,engineer,21,321000,2013-03-04,,1014,,3
95440,1,data_science,8,212000,2012-01-03,2013-02-22,416,2,1
173773,2,data_science,3,86000,2011-11-07,2013-12-20,774,12,11
579389,1,marketing,2,49000,2013-01-22,2014-02-28,402,2,1
8109,2,customer_service,1,31000,2014-11-03,,405,,11
705178,5,marketing,14,105000,2013-02-25,2015-01-30,704,1,2
394982,1,customer_service,4,31000,2015-10-19,,55,,10
977288,1,customer_service,19,127000,2015-07-27,,139,,7
163543,1,customer_service,16,109000,2012-02-27,2014-03-07,739,3,2
33297,8,marketing,21,185000,2012-09-25,2015-01-02,829,1,9
337665,9,data_science,6,160000,2011-07-18,2012-08-31,410,8,7
733848,9,engineer,1,64000,2011-05-23,2012-06-15,389,6,5
853105,1,customer_service,10,69000,2011-09-27,2013-08-30,703,8,9
906699,1,engineer,21,350000,2012-05-14,2014-09-19,858,9,5
457341,2,data_science,18,311000,2015-01-26,,321,,1
71803,1,customer_service,25,124000,2014-06-30,,531,,6
954622,1,customer_service,17,95000,2015-06-08,,188,,6
856766,3,marketing,7,94000,2011-07-11,2015-03-06,1334,3,7
4356,6,customer_service,26,92000,2011-02-07,2011-12-02,298,12,2
891378,1,engineer,10,191000,2015-09-28,,76,,9
837761,8,engineer,23,211000,2012-11-12,2015-09-04,1026,9,11
792905,2,sales,6,133000,2011-04-11,2013-09-13,886,9,4
907247,1,customer_service,13,73000,2012-10-15,2015-02-27,865,2,10
265455,7,design,13,117000,2012-12-17,,1091,,12
478226,9,customer_service,23,85000,2015-01-20,,327,,1
383453,6,engineer,11,138000,2011-06-06,2012-06-08,368,6,6
562597,8,engineer,14,157000,2015-08-17,,118,,8
172622,7,engineer,20,189000,2012-07-05,2013-08-16,407,8,7
652315,1,engineer,18,296000,2014-10-27,,412,,10
924601,1,customer_service,4,33000,2014-04-07,2015-02-27,326,2,4
663092,4,design,25,135000,2011-07-05,2012-07-13,374,7,7
327161,1,customer_service,2,28000,2013-02-25,2014-04-04,403,4,2
984089,5,customer_service,26,104000,2014-10-07,,432,,10
946092,6,engineer,9,166000,2012-08-21,2014-08-15,724,8,8
315914,4,engineer,16,214000,2012-06-05,2015-08-21,1172,8,6
800248,5,customer_service,8,70000,2014-12-29,,349,,12
666645,4,marketing,2,33000,2011-11-14,2013-01-11,424,1,11
786348,6,customer_service,1,25000,2011-10-04,2014-12-26,1179,12,10
906787,7,marketing,5,104000,2013-03-04,2015-03-06,732,3,3
504414,4,sales,18,140000,2011-03-29,2012-04-13,381,4,3
590166,1,marketing,18,204000,2013-09-03,2014-09-05,367,9,9
551737,1,data_science,20,252000,2012-10-15,,1154,,10
983648,2,sales,25,203000,2013-09-03,,831,,9
852115,2,customer_service,13,66000,2012-12-17,2015-08-21,977,8,12
40609,1,customer_service,13,77000,2013-11-06,2014-09-26,324,9,11
766241,6,sales,4,43000,2013-04-29,2014-03-07,312,3,4
417125,1,design,20,187000,2011-03-07,2014-01-31,1061,1,3
85200,8,customer_service,2,21000,2014-09-15,,454,,9
976026,7,customer_service,23,88000,2014-06-09,,552,,6
114353,8,data_science,19,255000,2012-06-18,2015-10-16,1215,10,6
676175,3,sales,15,172000,2012-03-05,,1378,,3
619335,4,data_science,2,47000,2013-08-05,2014-06-27,326,6,8
567713,1,marketing,22,176000,2012-11-06,2014-10-31,724,10,11
683278,2,engineer,27,289000,2011-07-11,2014-04-25,1019,4,7
443751,1,engineer,15,310000,2013-10-23,2014-10-31,373,10,10
227320,10,design,6,94000,2013-05-01,,956,,5
539984,3,engineer,1,52000,2011-12-12,2015-07-10,1306,7,12
828005,1,design,6,139000,2012-03-19,2013-06-14,452,6,3
728533,2,customer_service,10,80000,2015-06-30,,166,,6
688488,4,engineer,11,152000,2013-06-03,2014-11-21,536,11,6
800819,3,marketing,2,37000,2011-04-11,2012-04-20,375,4,4
298062,1,sales,5,133000,2013-02-26,2014-04-11,409,4,2
673224,3,customer_service,6,64000,2011-01-25,2015-03-13,1508,3,1
